,RUN,AverageLogRT
0,Run2,-0.03350536452521356
1,Run3,-0.060493519940107786
2,Run4,-0.06701817956608803
3,Run5,-0.05768240371153686
4,Run6,-0.050236023107053884
5,Run7,-0.04090600777437625
6,Run8,-0.04801383203316655
7,Run9,-0.03765692568910599
8,Run11,-0.01703759594578475
9,Run12,-0.008547378504303139
10,Run14,-0.04173423735391625
11,Run15,0.0015082478450643315
12,Run16,-0.03239851767060664
13,Run17,-0.047973179977955825
14,Run18,-0.0040476221332792295
15,Run19,0.02311968326633507
16,Run20,-0.00428360227974848
17,Run21,0.0066330193145291
18,Run23,-0.0420517883979401
19,Run24,-0.03531626958967364
20,Run26,-0.04621929092039601
21,Run27,-0.049763946634388705
22,Run28,-0.030205595665428808
23,Run29,-0.00893389234675019
24,Run30,-0.03143946432775863
25,Run31,-0.03627753275454519
26,Run32,-0.010877564462170513
27,Run33,-0.01961300426048182
28,Run35,0.02754207211003058
29,Run36,0.014147911954642151
