,RUN,AverageLogRT
0,Run2,-0.004059922899027045
1,Run3,-0.01299346601191014
2,Run4,0.005348149690140948
3,Run5,-0.040158920813031566
4,Run6,-0.15058183128758876
5,Run7,-0.2128880919200345
6,Run8,-0.2073314595486532
7,Run9,-0.20478792130021192
8,Run11,0.014256721322563403
9,Run12,-0.015745524424078575
10,Run14,-0.0048206586825661245
11,Run15,-0.033223857511337884
12,Run16,-0.07380856551777569
13,Run17,-0.15114493677695576
14,Run18,-0.1949743594425489
15,Run19,-0.18402027334407547
16,Run20,-0.2643027913617746
17,Run21,-0.23600008868735434
18,Run23,-0.02706438097459462
19,Run24,-0.06104623728903272
20,Run26,-0.17191796618386818
21,Run27,-0.3010513035677255
22,Run28,-0.34209479037618823
23,Run29,-0.3447025636296976
24,Run30,-0.31560285729160326
25,Run31,-0.287077408036167
26,Run32,-0.30194878185032015
27,Run33,-0.29086677332811967
28,Run35,-0.26147940377556117
29,Run36,-0.2027252004986037
