,RUN,AverageLogRT
0,Run1,2.6254999999999993
1,Run1,2.638684210526316
2,Run1,2.718693877551021
3,Run1,2.663462962962965
4,Run1,2.7536956521739135
5,Run1,2.6896274509803924
6,Run1,2.628631578947368
7,Run1,2.6579636363636365
8,Run1,2.655648148148148
9,Run1,2.751195652173913
10,Run1,2.717333333333333
11,Run2,2.6345178571428574
12,Run2,2.564615384615383
13,Run2,2.722354166666667
14,Run2,2.622568965517241
15,Run2,2.733531914893617
16,Run2,2.762317073170731
17,Run2,2.6902941176470585
18,Run2,2.762577777777778
19,Run2,2.6873076923076926
20,Run2,2.556030769230769
21,Run2,2.5695625000000004
22,Run3,2.55509375
23,Run3,2.58
24,Run3,2.515428571428571
25,Run3,2.553242424242424
26,Run3,2.798024390243903
27,Run3,2.6164067796610175
28,Run3,2.6174576271186436
29,Run3,2.6552363636363636
30,Run4,2.6790377358490565
31,Run5,2.6837884615384615
32,Run6,2.681730769230769
33,Run7,2.6356140350877193
34,Run8,2.660833333333334
35,Run9,2.6662962962962955
36,Run10,2.7536956521739135
37,Run11,2.6896274509803924
38,Run12,2.663462962962965
39,Run13,2.718693877551021
40,Run14,2.6579636363636365
41,Run15,2.628631578947368
42,Run16,2.655648148148148
43,Run17,2.717333333333333
44,Run18,2.638684210526316
45,Run19,2.6254999999999993
46,Run20,2.733531914893617
47,Run21,2.762317073170731
48,Run22,2.762577777777778
49,Run23,2.6902941176470585
50,Run24,2.622568965517241
51,Run25,2.722354166666667
52,Run26,2.6345178571428574
53,Run27,2.564615384615383
54,Run28,2.5695625000000004
55,Run29,2.556030769230769
56,Run30,2.553242424242424
57,Run31,2.515428571428571
58,Run32,2.55509375
59,Run33,2.58
60,Run34,2.798024390243903
61,Run35,2.6164067796610175
62,Run36,2.6174576271186436
