,RUN,AverageLogRT
0,Run1,2.346863636363636
1,Run1,2.4623466666666673
2,Run1,2.427444444444445
3,Run1,2.3996585365853655
4,Run1,2.4391794871794867
5,Run1,2.4471025641025643
6,Run1,2.4665999999999992
7,Run1,2.6115084745762704
8,Run1,2.4386075949367094
9,Run1,2.6047333333333333
10,Run1,2.559046153846153
11,Run2,2.3412637362637363
12,Run2,2.392670588235294
13,Run2,2.5877213114754096
14,Run2,2.3552499999999985
15,Run2,2.26
16,Run2,2.3039791666666676
17,Run2,2.378172413793103
18,Run2,2.543939393939393
19,Run2,2.21668316831683
20,Run2,2.1542
21,Run2,2.577460317460318
22,Run3,2.2632929292929287
23,Run3,2.4935769230769234
24,Run3,2.2374356435643556
25,Run3,2.2321696428571425
26,Run3,2.1832110091743107
27,Run3,2.1192857142857124
28,Run3,2.2000588235294103
29,Run3,2.559984615384616
30,Run4,2.537308823529412
31,Run5,2.4941944444444446
32,Run6,2.5275882352941177
33,Run7,2.485849315068494
34,Run8,2.477499999999999
35,Run9,2.46146052631579
36,Run10,2.6047333333333333
37,Run11,2.4386075949367094
38,Run12,2.4665999999999992
39,Run13,2.6115084745762704
40,Run14,2.427444444444445
41,Run15,2.3996585365853655
42,Run16,2.4471025641025643
43,Run17,2.4391794871794867
44,Run18,2.346863636363636
45,Run19,2.4623466666666673
46,Run20,2.392670588235294
47,Run21,2.3412637362637363
48,Run22,2.5877213114754096
49,Run23,2.3552499999999985
50,Run24,2.378172413793103
51,Run25,2.543939393939393
52,Run26,2.3039791666666676
53,Run27,2.26
54,Run28,2.21668316831683
55,Run29,2.1542
56,Run30,2.1192857142857124
57,Run31,2.2000588235294103
58,Run32,2.1832110091743107
59,Run33,2.2321696428571425
60,Run34,2.4935769230769234
61,Run35,2.2632929292929287
62,Run36,2.2374356435643556
