,RUN,AverageLogRT
0,Run1,2.7172500000000004
1,Run1,2.6924599999999996
2,Run1,2.789452380952381
3,Run1,2.7632954545454544
4,Run1,2.7771395348837205
5,Run1,2.791435897435898
6,Run1,2.6940588235294114
7,Run1,2.7034
8,Run1,2.7151428571428573
9,Run1,2.7722558139534885
10,Run1,2.724409090909091
11,Run2,2.6621666666666663
12,Run2,2.7336808510638297
13,Run2,2.7633409090909087
14,Run2,2.742622222222222
15,Run2,2.814540540540541
16,Run2,2.7603720930232547
17,Run2,2.720854166666667
18,Run2,2.706208333333333
19,Run2,2.721604166666667
20,Run2,2.680538461538462
21,Run2,2.731553191489362
22,Run3,2.635535714285715
23,Run3,2.6605098039215687
24,Run3,2.796272727272728
25,Run3,2.644589285714286
26,Run3,2.6599999999999997
27,Run3,2.6343333333333336
28,Run3,2.671711538461539
29,Run3,2.7207500000000002
30,Run4,2.8187837837837844
31,Run5,2.803073170731707
32,Run6,2.786527777777778
33,Run7,2.781846153846154
34,Run8,2.8095499999999993
35,Run9,2.809325
36,Run10,2.7771395348837205
37,Run11,2.7632954545454544
38,Run12,2.791435897435898
39,Run13,2.6940588235294114
40,Run14,2.7722558139534885
41,Run15,2.724409090909091
42,Run16,2.7151428571428573
43,Run17,2.7034
44,Run18,2.7172500000000004
45,Run19,2.6924599999999996
46,Run20,2.721604166666667
47,Run21,2.706208333333333
48,Run22,2.7603720930232547
49,Run23,2.720854166666667
50,Run24,2.6621666666666663
51,Run25,2.7336808510638297
52,Run26,2.742622222222222
53,Run27,2.7633409090909087
54,Run28,2.680538461538462
55,Run29,2.731553191489362
56,Run30,2.635535714285715
57,Run31,2.6605098039215687
58,Run32,2.6599999999999997
59,Run33,2.644589285714286
60,Run34,2.7207500000000002
61,Run35,2.671711538461539
62,Run36,2.6343333333333336
