,RUN,AverageLogRT
0,Run1,2.8459428571428567
1,Run2,2.879483870967742
2,Run3,2.8422258064516126
3,Run4,2.8435405405405403
4,Run5,2.8311764705882356
5,Run6,2.819114285714285
6,Run7,2.8338918918918914
7,Run8,2.848764705882353
8,Run9,2.8115625000000004
9,Run10,2.801896551724138
10,Run11,2.8329999999999997
11,Run12,2.8538648648648643
12,Run13,2.774093023255813
13,Run14,2.7787297297297298
14,Run15,2.764159090909091
15,Run16,2.7262888888888894
16,Run17,2.694085106382979
17,Run18,2.649408163265306
18,Run19,2.731239130434782
19,Run20,2.7768888888888887
20,Run21,2.751232558139535
21,Run22,2.766068181818182
22,Run23,2.7755476190476194
23,Run24,2.7356666666666665
24,Run25,2.7857619047619053
25,Run26,2.767166666666667
26,Run27,2.7399565217391304
27,Run28,2.6740188679245285
28,Run29,2.6978600000000004
29,Run30,2.757738095238096
30,Run31,2.7119999999999997
31,Run32,2.771604651162791
32,Run33,2.7316585365853663
33,Run34,2.807146341463415
34,Run35,2.718673469387755
35,Run36,2.758659090909091
