,RUN,AverageLogRT
0,Run1,2.710944065276056
1,Run1,2.6912399013286294
2,Run1,2.714358319369222
3,Run1,2.755561237059823
4,Run1,2.6858587724888308
5,Run1,2.7243153968303524
6,Run1,2.7091658554320617
7,Run1,2.7023538368824207
8,Run1,2.7105858727932493
9,Run1,2.6976755691237226
10,Run1,2.7173923507863442
11,Run2,2.653113755999389
12,Run2,2.680455542351454
13,Run2,2.6302701185131587
14,Run2,2.610904179553741
15,Run2,2.6458022528574943
16,Run2,2.7110352764818293
17,Run2,2.704158081786618
18,Run2,2.7061074623812105
19,Run2,2.6792176992354024
20,Run2,2.6273852218008735
21,Run2,2.624679864070701
22,Run3,2.7045582079597055
23,Run3,2.6455332607156508
24,Run3,2.6551304804275
25,Run3,2.6521128749063734
26,Run3,2.6329748416527368
27,Run3,2.703452043354454
28,Run3,2.645898920816379
29,Run3,2.6867675183571293
30,Run4,2.6891729222984226
31,Run5,2.697143818855155
32,Run6,2.6967655459440842
33,Run7,2.7203016640598268
34,Run8,2.7403437052290385
35,Run9,2.7313729412821632
36,Run10,2.755561237059823
37,Run11,2.6858587724888308
38,Run12,2.7091658554320617
39,Run13,2.7243153968303524
40,Run14,2.7173923507863442
41,Run15,2.6976755691237226
42,Run16,2.7023538368824207
43,Run17,2.7105858727932493
44,Run18,2.6912399013286294
45,Run19,2.710944065276056
46,Run20,2.704158081786618
47,Run21,2.7061074623812105
48,Run22,2.7110352764818293
49,Run23,2.6458022528574943
50,Run24,2.680455542351454
51,Run25,2.653113755999389
52,Run26,2.6302701185131587
53,Run27,2.610904179553741
54,Run28,2.624679864070701
55,Run29,2.6273852218008735
56,Run30,2.6455332607156508
57,Run31,2.7045582079597055
58,Run32,2.6551304804275
59,Run33,2.6521128749063734
60,Run34,2.703452043354454
61,Run35,2.645898920816379
62,Run36,2.6329748416527368
